strain	submitting_lab	originating_lab
A/Singapore/INFKK0002/2021	ministry_of_health,_singapore	ministry_of_health,_singapore
A/Michigan/UOM10043327314/2021	university_of_michigan	university_of_michigan_clinical_microbiology_laboratory
A/AbuDhabi/2211541032/2021	centers_for_disease_control_and_prevention	shaikh_khalifa_medical_city
A/Madagascar/3049/2022	centers_for_disease_control_and_prevention	institut_pasteur_de_madagascar
A/Madagascar/3000/2021	centers_for_disease_control_and_prevention	institut_pasteur_de_madagascar
A/India/PUN-NIV239602/2020	centers_for_disease_control_and_prevention	national_institute_of_virology
A/Michigan/173/2020-egg	centers_for_disease_control_and_prevention	michigan_department_of_community_health
A/Michigan/173/2020	centers_for_disease_control_and_prevention	michigan_department_of_community_health
A/Bangladesh/1813/2020	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)
A/Bangladesh/911009/2020	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh
A/Bangladesh/1010009/2020	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh
A/Bangladesh/1166/2020	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)
A/Bangladesh/1821/2020	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)
A/Bangladesh/3004/2020	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh
A/Bangladesh/1014/2020	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh
A/Bangladesh/868/2020	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)
A/Bangladesh/101007/2020	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)
A/Bangladesh/8013/2020	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh
A/Bangladesh/1936/2020	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)
A/Bangladesh/3200903014/2020	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh
A/Bangladesh/2006/2020	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh
A/Bangladesh/1453/2020	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)
A/Bangladesh/2004/2020	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh
A/Bangladesh/1002/2020	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh
A/India/PUN-NIV312063/2021	centers_for_disease_control_and_prevention	national_institute_of_virology
A/India/PUN-NIV301132/2021	centers_for_disease_control_and_prevention	national_institute_of_virology
A/India/PUN-NIV299083/2021	centers_for_disease_control_and_prevention	national_institute_of_virology
A/India/PUN-NIV303835/2021	centers_for_disease_control_and_prevention	national_institute_of_virology
A/Saitama/1/2021	national_institute_of_infectious_diseases_(niid)	saitama_institute_of_public_health
A/StPetersburg/RII-47400S/2021	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation
A/StPetersburg/RII-3540S/2021	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation
A/Izhevsk/RII-MH45756S/2021	who_national_influenza_centre_russian_federation	center_of_hygiene_and_epidemiology_in_republic_of_udmurtia
A/Darwin/9/2021-egg	national_institute_for_biological_standards_and_control_(nibsc)	victorian_infectious_diseases_reference_laboratory_
A/Darwin/11/2021	centers_for_disease_control_and_prevention	influenza_surveillance_centre_for_disease_control
A/Nepal/21FL2415/2021	national_institute_of_infectious_diseases_(niid)	national_public_health_laboratory
A/Bahrain/6881/2022	centers_for_disease_control_and_prevention	ministry_of_health_bahrain
A/Madagascar/3363/2022	centers_for_disease_control_and_prevention	institut_pasteur_de_madagascar
A/Madagascar/3926/2022	centers_for_disease_control_and_prevention	institut_pasteur_de_madagascar
A/BritishColumbia/PHL-153/2022	public_health_agency_of_canada	b.c._centre_for_disease_control
A/Texas/13147/2022	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_
A/Ibaraki/1/2022	national_institute_of_infectious_diseases_(niid)	ibaraki_prefectural_institute_of_public_health
A/Osaka/2/2022	national_institute_of_infectious_diseases_(niid)	osaka_prefectural_institute_of_public_health
A/Aichi/1/2022	centers_for_disease_control_and_prevention	aichi_prefectural_institute_of_public_health
A/Okinawa/193/2022	national_institute_of_infectious_diseases_(niid)	okinawa_prefectural_institute_of_health_and_environment
A/Yamaguchi/2/2022	national_institute_of_infectious_diseases_(niid)	yamaguchi_prefectural_institute_of_public_health_and_environment
A/Kawasaki/1/2022	national_institute_of_infectious_diseases_(niid)	kawasaki_city_institute_of_public_health_
A/Sapporo/1/2022	national_institute_of_infectious_diseases_(niid)	sapporo_city_institute_of_public_health
A/Singapore/INFTT0002/2021	ministry_of_health,_singapore	ministry_of_health,_singapore
