strain	originating_lab	submitting_lab
B/Shaanxi-Beilin/1230/2011	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Hunan-Louxing/160/2011	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Shanghai-Songjiang/176/2011	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Shanghai-Songjiang/176/2011-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Sydney/3/2009	clinical_virology_unit,_cdim	other_database_import
B/Macau/200052/2012	laboratorio_de_saude_publico	who_collaborating_centre_for_reference_and_research_on_influenza
B/HongKong/3534/2012	public_health_laboratory_services_branch,_centre_for_health_protection	crick_worldwide_influenza_centre
B/HongKong/591/2011	government_virus_unit	crick_worldwide_influenza_centre
B/Phuket/53/2012	who_national_influenza_centre,_national_institute_of_medical_research_(nimr)	who_collaborating_centre_for_reference_and_research_on_influenza
B/Sichuan-Wenjiang/279/2011	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/HongKong/3496/2012	government_virus_unit	crick_worldwide_influenza_centre
B/Norway/2090/2012	st._olavs_hospital_hf,_dept._of_medical_microbiology	crick_worldwide_influenza_centre
B/Thailand/CU-B6240/2012		other_database_import
B/Nicaragua/AGB2-08/2012		other_database_import
B/Heilongjiang-Aihui/1234/2016-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Jiangxi-Yushui/11102/2014	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Shanghai-Luwan/1135/2011-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Hunan-Lusong/1325/2011	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Hunan-Hecheng/1104/2011	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Victoria/500/2012	monash_medical_centre	who_collaborating_centre_for_reference_and_research_on_influenza
B/Guangdong-Huicheng/1235/2011	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Sichuan-Jinjiang/277/2011	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Norway/710/2012	who_national_influenza_centre	crick_worldwide_influenza_centre
B/Chongqing-Jiulongpo/39/2011	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Hunan-Hengnan/35/2011	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Jiangsu-Nanjinggulou/1655/2011	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Shanghai-Jingan/1392/2011-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/HongKong/3508/2012	government_virus_unit	crick_worldwide_influenza_centre
B/Shanghai-Songjiang/1204/2011-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/StPetersburg/24C2/2012	who_national_influenza_centre_russian_federation	crick_worldwide_influenza_centre
B/Madagascar/1706/2012	institut_pasteur_de_madagascar	crick_worldwide_influenza_centre
B/Hunan-Suxian/56/2011-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Hunan-Suxian/54/2011	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Sydney/79/2006		other_database_import
B/Sydney/203/2006		other_database_import
B/Sydney/11/2006		other_database_import
B/Sydney/9/2006		other_database_import
B/Malaysia/2506/2004-egg		other_database_import
B/Taiwan/70/2005		other_database_import
B/Nepal/1331/2005-egg	seasonal_vic	mp
B/Nepal/1331/2005		other_database_import
B/Malaysia/30552/2004		other_database_import
B/Malaysia/30589/2005		other_database_import
B/Malaysia/30743/2005		other_database_import
B/Christchurch/16/2007		other_database_import
B/Taiwan/42/2007		other_database_import
B/Victoria/326/2006		other_database_import
B/NewYork/1098/2006		other_database_import
B/Florida/2/2006		other_database_import
B/Tennessee/UR06-0263/2007		other_database_import
B/Tennessee/UR06-0458/2007		other_database_import
B/NewYork/1196/2007		other_database_import
B/Malaysia/1895275/2007		other_database_import
B/Victoria/505/2006		other_database_import
B/NewYork/1090/2006		other_database_import
B/Victoria/500/2006		other_database_import
B/NewYork/1120/2007		other_database_import
B/Taiwan/3290/2006-egg		other_database_import
B/Brisbane/63/2006		other_database_import
B/Taiwan/14/2007-egg		other_database_import
B/Ohio/UR06-0428/2007		other_database_import
B/Tennessee/UR06-0406/2007		other_database_import
B/NewYork/1092/2006		other_database_import
B/Taiwan/1734/2006-egg		other_database_import
B/NewYork/1115/2007		other_database_import
B/Tennessee/UR06-0319/2007		other_database_import
B/Illinois/NHRC0001/2006		other_database_import
B/NewYork/1093/2006		other_database_import
B/Taiwan/40/2007-egg		other_database_import
B/NewYork/1096/2006		other_database_import
B/NewYork/1089/2006		other_database_import
B/NewYork/1088/2006		other_database_import
B/Brisbane/14/2006		other_database_import
B/Thailand/CU-243/2006		other_database_import
B/Victoria/100/2006		other_database_import
B/Taiwan/1838/2006-egg		other_database_import
B/Brisbane/10/2006		other_database_import
B/NewYork/1105/2007		other_database_import
B/NewYork/1119/2007		other_database_import
B/Victoria/312/2006	royal_chidrens_hospital	other_database_import
B/Victoria/104/2006		other_database_import
B/Victoria/332/2006		other_database_import
B/Taiwan/37/2007-egg		other_database_import
B/Taiwan/2755/2006-egg		other_database_import
B/Sydney/83/2006		other_database_import
B/Sydney/70/2006		other_database_import
B/Brisbane/17/2006		other_database_import
B/Georgia/NHRC0001/2006		other_database_import
B/Victoria/309/2006		other_database_import
B/Taiwan/70028/2007		other_database_import
B/NewYork/1095/2006		other_database_import
B/Victoria/325/2006		other_database_import
B/Sydney/207/2006		other_database_import
B/Tennessee/UR06-0105/2007		other_database_import
B/NewYork/1113/2007		other_database_import
B/Tennessee/UR06-0310/2007		other_database_import
B/Brisbane/8/2006		other_database_import
B/Brisbane/92/2006		other_database_import
B/Victoria/504/2006		other_database_import
B/Victoria/500/2007	monash_medical_centre	other_database_import
B/Taiwan/99/2007-egg		other_database_import
B/Taiwan/2894/2006-egg		other_database_import
B/Mississippi/UR06-0340/2007		other_database_import
B/Tennessee/UR06-0559/2007		other_database_import
B/Tennessee/UR06-0433/2007		other_database_import
B/Tennessee/UR06-0451/2007		other_database_import
B/Victoria/110/2006		other_database_import
B/Victoria/503/2006		other_database_import
B/Victoria/328/2006		other_database_import
B/Sydney/71/2006		other_database_import
B/Mississippi/UR06-0446/2007		other_database_import
B/NewYork/1109/2007		other_database_import
B/NewYork/1101/2007		other_database_import
B/NewYork/1100/2007		other_database_import
B/Brisbane/7/2006		other_database_import
B/NewYork/1107/2007		other_database_import
B/Christchurch/4/2006		other_database_import
B/Taiwan/45/2007-egg		other_database_import
B/Waikato/1/2007	institute_of_environmental_science_&_research	other_database_import
B/Florida/UR06-0006/2006		other_database_import
B/Florida/UR06-0003/2006		other_database_import
B/Florida/UR06-0002/2006		other_database_import
B/Florida/UR06-0001/2006		other_database_import
B/Brisbane/5/2007		other_database_import
B/Brisbane/6/2007	queensland_health_scientific_services	other_database_import
B/Brisbane/9/2006		other_database_import
B/Bangladesh/5945/2009-egg	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	centers_for_disease_control_and_prevention
B/NewYork/1118/2007		other_database_import
B/Parma/4/2010	istituto_superiore_di_sanità	crick_worldwide_influenza_centre
B/Thailand/CU-364/2008		other_database_import
B/Ankara/TR-10/2011	refik_saydam_national_public_health_agency	crick_worldwide_influenza_centre
B/Slovenia/819/2011	laboratory_for_virology,_national_institute_of_public_health	crick_worldwide_influenza_centre
B/LaRioja/RR6969/2010	universidad_de_valladolid	crick_worldwide_influenza_centre
B/Parma/3/2011	istituto_superiore_di_sanità	crick_worldwide_influenza_centre
B/Lyon/74/2011	crr_virus_influenza_region_sud	crick_worldwide_influenza_centre
B/Ceuta/RR7185/2010	universidad_de_valladolid	crick_worldwide_influenza_centre
B/Ceuta/RR7186/2011	universidad_de_valladolid	crick_worldwide_influenza_centre
B/Luxembourg/558/2010	laboratoire_national_de_sante	crick_worldwide_influenza_centre
B/Zamora/52/2010	universidad_de_valladolid	crick_worldwide_influenza_centre
B/Berlin/146/2011	robert_koch_institute	crick_worldwide_influenza_centre
B/Lisbon/21/2010	instituto_nacional_de_saude	crick_worldwide_influenza_centre
B/Lisbon/20/2010	instituto_nacional_de_saude	crick_worldwide_influenza_centre
B/Lisbon/14/2010	instituto_nacional_de_saude	crick_worldwide_influenza_centre
B/Lisbon/15/2010	instituto_nacional_de_saude	crick_worldwide_influenza_centre
B/Lisbon/56/2010	instituto_nacional_de_saude	crick_worldwide_influenza_centre
B/Managua/477201/2010		other_database_import
B/Managua/443701/2010		other_database_import
B/Managua/401505/2010		other_database_import
B/Managua/332301/2010		other_database_import
B/Managua/589402/2010		other_database_import
B/Managua/282602/2010		other_database_import
B/Managua/600603/2010		other_database_import
B/Managua/16402/2010		other_database_import
B/Managua/592601/2010		other_database_import
B/Managua/574803/2010		other_database_import
B/Managua/101703/2010		other_database_import
B/Managua/545402/2010		other_database_import
B/Managua/131201/2010		other_database_import
B/Managua/448505/2010		other_database_import
B/Managua/14802/2010		other_database_import
B/Managua/150403/2010		other_database_import
B/Managua/494204/2010		other_database_import
B/Managua/125002/2010		other_database_import
B/Managua/559004/2010		other_database_import
B/Managua/554904/2010		other_database_import
B/Managua/583901/2010		other_database_import
B/Managua/440306/2010		other_database_import
B/Managua/483402/2010		other_database_import
B/Managua/136101/2010		other_database_import
B/Managua/203701/2010		other_database_import
B/Managua/446803/2010		other_database_import
B/Lusaka/72/2011	university_teaching_hospital	crick_worldwide_influenza_centre
B/Lusaka/127/2011	university_teaching_hospital	crick_worldwide_influenza_centre
B/Sydney/4/2009	clinical_virology_unit,_cdim	other_database_import
B/CoteDIvoire/GR1520/2010	pasteur_institut_of_côte_d'ivoire	crick_worldwide_influenza_centre
B/Ghana/850/2011	university_of_ghana	crick_worldwide_influenza_centre
B/CoteDIvoire/GR1576/2010	pasteur_institut_of_côte_d'ivoire	crick_worldwide_influenza_centre
B/Thailand/CU-B2320/2010		other_database_import
B/NewYork/1240/2010		other_database_import
B/Thailand/CU-H2584/2010		other_database_import
B/Christchurch/2/2010	institute_of_environmental_science_and_research	other_database_import
B/Thailand/CU-B2432/2010		other_database_import
B/Thailand/CU-H1896/2010		other_database_import
B/Thailand/CU-H2132/2010		other_database_import
B/Thailand/CU-H1400/2010		other_database_import
B/Thailand/CU-B2201/2010		other_database_import
B/Thailand/CU-B5910/2011		other_database_import
B/Astrakhan/22/2011	who_national_influenza_centre_russian_federation	crick_worldwide_influenza_centre
B/Madagascar/236/2011	institut_pasteur_de_madagascar	crick_worldwide_influenza_centre
B/Brussels/G0707/2010	scientific_institute_of_public_health	crick_worldwide_influenza_centre
B/Bulgaria/35/2011-egg	national_centre_of_infectious_and_	crick_worldwide_influenza_centre
B/Lusaka/63/2011	university_teaching_hospital	crick_worldwide_influenza_centre
B/NewYork/1315/2011		other_database_import
B/Qatar/2311002267/2011	supreme_health_council	crick_worldwide_influenza_centre
B/Georgia/75/2011	national_centre_for_disease_control_and_public_health	crick_worldwide_influenza_centre
B/HongKong/2200/2010	government_virus_unit	crick_worldwide_influenza_centre
B/Latvia/12-41046/2010	state_agency,_infectology_center_of_latvia	crick_worldwide_influenza_centre
B/NewYork/1268/2011		other_database_import
B/NewYork/1278/2011		other_database_import
B/Lisbon/13/2010	instituto_nacional_de_saude	crick_worldwide_influenza_centre
B/Tehran/5277/2010	tehran_university_of_medical_sciences	crick_worldwide_influenza_centre
B/England/421/2010	health_protection_agency	crick_worldwide_influenza_centre
B/Ireland/132/2010	national_virus_reference_laboratory	crick_worldwide_influenza_centre
B/HongKong/1889/2010	government_virus_unit	crick_worldwide_influenza_centre
B/Valladolid/57/2010	universidad_de_valladolid	crick_worldwide_influenza_centre
B/Malta/MV000738/2011	mater_dei_hospital	crick_worldwide_influenza_centre
B/NewYork/1257/2011		other_database_import
B/NewYork/1256/2011		other_database_import
B/NewYork/1251/2011		other_database_import
B/NewYork/1248/2011		other_database_import
B/NewYork/1230/2009		other_database_import
B/Wuhan/7/2009		other_database_import
B/Wuhan/4/2009		other_database_import
B/Slovenia/46/2011	laboratory_for_virology,_national_institute_of_public_health	crick_worldwide_influenza_centre
B/Shanghai-Fengxian/1550/2010	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Victoria/506/2010	monash_medical_centre	other_database_import
B/Sydney/204/2010		other_database_import
B/Sydney/6/2010		other_database_import
B/Victoria/504/2010		other_database_import
B/Ningbo/49/2010		other_database_import
B/Ningbo/429/2010		other_database_import
B/Ningbo/41/2010		other_database_import
B/Shanghai-Baoshan/152/2011	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Sydney/20/2011	clinical_virology_unit,_cdim	other_database_import
B/Sydney/200/2011		other_database_import
B/Victoria/508/2011		other_database_import
B/Sydney/201/2011		other_database_import
B/Brisbane/117/2011		other_database_import
B/Sydney/513/2011		other_database_import
B/Lisbon/36/2010	instituto_nacional_de_saude	crick_worldwide_influenza_centre
B/Lisbon/8/2010	instituto_nacional_de_saude	crick_worldwide_influenza_centre
B/Thailand/CU-H2738/2010		other_database_import
B/Sydney/509/2010	childrens_hospital_westmead	other_database_import
B/Cameroon/11V-12080GVFI/2011	centre_pasteur_du_cameroun	crick_worldwide_influenza_centre
B/Brisbane/41/2010	queensland_health_scientific_services	other_database_import
B/Tennessee/F2005/2010		other_database_import
B/Tennessee/F2013A/2011		other_database_import
B/Brisbane/60-10/2010		other_database_import
B/Sydney/5/2010		other_database_import
B/Sydney/500/2010		other_database_import
B/Brisbane/60-6/2010		other_database_import
B/Sydney/202/2010	prince_of_wales_hospital	other_database_import
B/Sydney/4/2010		other_database_import
B/Townsville/4/2011	queensland_health_scientific_services	other_database_import
B/Beijing-Xicheng/1846/2010	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Norway/2075/2011	norwegian_institute_of_public_health	crick_worldwide_influenza_centre
B/Thailand/CU-B5671/2011		other_database_import
B/Murmansk/3/2011-egg	who_national_influenza_centre_russian_federation	crick_worldwide_influenza_centre
B/Guizhou-Nanming/1443/2010	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Guangxi-Xixiangtang/1545/2010	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/NewYork/1235/2009		other_database_import
B/Taiwan/11/2010-egg	center_for_disease_control	centers_for_disease_control_and_prevention
B/Chongqing-Yuzhong/1294/2010	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Wellington/8/2011		other_database_import
B/StPetersburg/93/2011-egg	russian_academy_of_medical_sciences	crick_worldwide_influenza_centre
B/Minsk/1559/2011	laboratory_of_influenza_and_ili_	crick_worldwide_influenza_centre
B/Murmansk/2/2010-egg	russian_academy_of_medical_sciences	crick_worldwide_influenza_centre
B/Jiangxi-Donghu/1329/2010	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Thailand/CU-B2372/2010		other_database_import
B/Brisbane/37/2010		other_database_import
B/Brisbane/11/2010		other_database_import
B/Slovakia/193/2011	national_public_health_institute_of_slovakia	crick_worldwide_influenza_centre
B/Norway/24/2011	who_national_influenza_centre	norwegian_institute_of_public_health
B/Kyrgyzstan/264/2011	national_virology_laboratory,_center_microbiological_investigations	centers_for_disease_control_and_prevention
B/Kazakhstan/2078/2011	national_reference_laboratory	crick_worldwide_influenza_centre
B/Brisbane/26/2010		other_database_import
B/Brisbane/4/2010	queensland_health_scientific_services	other_database_import
B/Anhui-Luyang/1142/2011	who_chinese_national_influenza_center	who_chinese_national_influenza_center
B/Daegu/1314/2010	national_institute_of_health	who_collaborating_centre_for_reference_and_research_on_influenza
B/Sydney/506/2010		other_database_import
B/Brisbane/60-12/2010		other_database_import
B/Brisbane/19/2010		other_database_import
