strain	originating_lab	submitting_lab
A/England/195/2009	microbiology_services_colindale,_public_health_england	national_institute_for_medical_research
A/England/254/2009	microbiology_services_colindale,_public_health_england	microbiology_services_colindale,_public_health_england
A/MexicoCity/WRAIR1752N/2010		other_database_import
A/Newark/INS429/2010		other_database_import
A/Singapore/DMS653/2009		other_database_import
A/Indonesia/NIHRD3305/2009		national_institute_of_health_research_and_development
A/Victoria/2119/2009	victorian_infectious_diseases_reference_laboratory_	who_collaborating_centre_for_reference_and_research_on_influenza
A/Bhutan/739/2009	thailand_moph_u.s._cdc_collaboration_(ieip)	centers_for_disease_control_and_prevention
A/Wisconsin/629-D02028/2009		other_database_import
A/Pune/NIV8489/2009		other_database_import
A/Pune/NIV6447/2009		other_database_import
A/India/8489/2009	national_institute_of_virology	centers_for_disease_control_and_prevention
A/Managua/141902/2009		other_database_import
A/Korea/CJ68/2009		other_database_import
A/Korea/CJ04/2009		other_database_import
A/Argentina/HNRG102/2010-egg		other_database_import
A/Chile/1600/2009		other_database_import
A/Bangkok/INS424/2010		other_database_import
A/Kyrgyzstan/243/2009	national_virology_laboratory,_center_microbiological_investigations	centers_for_disease_control_and_prevention
A/Pakistan/81/2009	national_institute_of_health	centers_for_disease_control_and_prevention
A/Amman/WR1324N/2009		other_database_import
A/Thailand/IY07093/2009		other_database_import
A/NewYork/2372/2010		other_database_import
A/Pakistan/154/2009	national_institute_of_health	centers_for_disease_control_and_prevention
A/Scotland/Paisley_412182/2009		other_database_import
A/Moscow/WRAIR4314N/2011		other_database_import
A/Moscow/WRAIR4314T/2011		other_database_import
A/Moscow/WRAIR1968P/2011		other_database_import
A/Moscow/WRAIR4308T/2011		other_database_import
A/Victoria/508/2011	monash_medical_centre	who_collaborating_centre_for_reference_and_research_on_influenza
A/Moscow/WRAIR1967P/2011		other_database_import
A/MexicoCity/13/2009		other_database_import
A/Australia/60/2009		other_database_import
A/Australia/42/2009		other_database_import
A/Australia/9/2009		other_database_import
A/HongKong/H090-758-V10/2009		other_database_import
A/Australia/7/2009		other_database_import
A/Athens/INS353/2009		other_database_import
A/Australia/39/2009		other_database_import
A/Australia/27/2009		other_database_import
A/Australia/64/2009		other_database_import
A/Yaroslavl/IIV-196/2009-egg	seasonal_h1n1pdm	pa
A/Australia/57/2009		other_database_import
A/Australia/21/2009		other_database_import
A/Victoria/2120/2009	victorian_infectious_diseases_reference_laboratory_	who_collaborating_centre_for_reference_and_research_on_influenza
A/Australia/24/2009		other_database_import
A/Guam/NHRC0024/2009		other_database_import
A/TianjinNankai/SWL413/2010		other_database_import
A/HongKong/H090-746-V10/2009		other_database_import
A/Malaysia/12617/2009		other_database_import
A/Perth/500/2010	princess_margaret_hospital_for_children	who_collaborating_centre_for_reference_and_research_on_influenza
A/Sydney/DD3-03/2010		other_database_import
A/Illinois/NHRC0001/2011		other_database_import
A/Texas/JMS409/2009		other_database_import
A/Nebraska/2/2010	nebraska_public_health_lab	centers_for_disease_control_and_prevention
A/NewJersey/1/2010	new_jersey_department_of_health_&_senior_services	centers_for_disease_control_and_prevention
A/Tennessee/F1074/2010		other_database_import
A/Chile/6/2010		other_database_import
A/SanDiego/INS203/2009		other_database_import
A/Belgorod/1/2009-egg	russian_academy_of_medical_sciences	centers_for_disease_control_and_prevention
A/Singapore/GP4556/2009		other_database_import
A/Vermont/1/2010	vermont_department_of_health_laboratory	centers_for_disease_control_and_prevention
A/KhonKaen/INS453/2010		other_database_import
A/Bangkok/SIMI510/2010		other_database_import
A/Athens/INS414/2010		other_database_import
A/Tallinn/INS372/2009		other_database_import
A/Texas/JMS406/2009		other_database_import
A/Newark/INS318/2009		other_database_import
A/Georgia/6/2010	georgia_public_health_laboratory	centers_for_disease_control_and_prevention
A/Colorado/2/2010	colorado_department_of_health_lab	centers_for_disease_control_and_prevention
A/Tennessee/F1083c80/2010		other_database_import
A/Tennessee/F1076/2010		other_database_import
A/NewYork/3812/2009		other_database_import
A/Zhejiang/SWL2/2009		who_chinese_national_influenza_center
A/Uganda/MUWRP-098/2009		other_database_import
A/Uganda/MUWRP-111/2009		other_database_import
A/Singapore/GP835/2009		other_database_import
A/SouthAustralia/2002a/2009	institute_of_medical_and_veterinary_science_(imvs)	who_collaborating_centre_for_reference_and_research_on_influenza
A/Peru/PER045/2011		other_database_import
A/Moscow/WRAIR1933P/2011		other_database_import
A/Moscow/WRAIR1932P/2011		other_database_import
A/SriLanka/22538/2010		other_database_import
A/SriLanka/22700/2010		other_database_import
A/SriLanka/1011/2011		other_database_import
A/SriLanka/1082/2011		other_database_import
A/Darwin/2/2011	influenza_surveillance_centre_for_disease_control	who_collaborating_centre_for_reference_and_research_on_influenza
A/Perth/29/2011	pathwest_qe_ii_medical_centre	who_collaborating_centre_for_reference_and_research_on_influenza
A/Perth/30/2011	pathwest_qe_ii_medical_centre	who_collaborating_centre_for_reference_and_research_on_influenza
A/Singapore/DMS1083/2011		other_database_import
A/Singapore/DMS161/2010		other_database_import
A/Singapore/DMS1220/2011		other_database_import
A/Singapore/GP582/2011		other_database_import
A/Darwin/10/2011	influenza_surveillance_centre_for_disease_control	who_collaborating_centre_for_reference_and_research_on_influenza
A/Singapore/GP868/2011		other_database_import
A/Singapore/DMS1159/2011		other_database_import
A/SriLanka/19838/2010		other_database_import
A/SriLanka/20502/2010		other_database_import
A/SriLanka/22610/2010		other_database_import
A/SriLanka/21406/2010		other_database_import
A/SriLanka/20887/2010		other_database_import
A/SriLanka/20894/2010		other_database_import
A/SriLanka/21048/2010		other_database_import
A/SriLanka/20703/2010		other_database_import
A/SriLanka/23127/2010		other_database_import
A/SriLanka/20708/2010		other_database_import
A/Taiwan/2649/2011		other_database_import
A/Taiwan/1102/2011		other_database_import
A/Singapore/TT67/2011		other_database_import
A/Boston/DOA53/2011		other_database_import
A/Cologne/INS538/2011		other_database_import
A/Cologne/INS607/2011		other_database_import
A/Moscow/WRAIR1965P/2011		other_database_import
A/Moscow/WRAIR1966P/2011		other_database_import
A/Athens/INS551/2011		other_database_import
A/Voronezh/1/2011-egg	russian_academy_of_medical_sciences	centers_for_disease_control_and_prevention
A/Kenya/196/2011	us_army_medical_research_unit___kenya_(usamru_k),_geis_human_influenza_program	usamru_k
A/Wisconsin/15/2011	wisconsin_state_laboratory_of_hygiene	centers_for_disease_control_and_prevention
A/Brazil/AVS08/2011		other_database_import
A/Brazil/AVS11/2011		other_database_import
A/Georgia/T51700/2012		other_database_import
A/Mexico/3752/2011	laboratorio_de_virus_respiratorio	centers_for_disease_control_and_prevention
A/Vienna/INS179/2010		other_database_import
A/Suriname/777/2010	caribbean_epidemiology_center	centers_for_disease_control_and_prevention
A/Athens/INS329/2009		other_database_import
A/Athens/INS555/2010		other_database_import
A/Wisconsin/629-D00767/2009		other_database_import
A/Iraq/251/2009	u.s._air_force_school_of_aerospace_medicine	centers_for_disease_control_and_prevention
A/Iraq/8529/2009-egg	u.s._air_force_school_of_aerospace_medicine	centers_for_disease_control_and_prevention
A/Uganda/430/2009	uganda_virus_research_institute_(uvri),_national_influenza_center	centers_for_disease_control_and_prevention
A/Hunan/SWL3/2009-egg		who_chinese_national_influenza_center
A/Hunan/SWL3/2009		other_database_import
A/Chile/3760/2009		other_database_import
A/Bangalore/NIV310/2009		other_database_import
A/Manitoba/RV2033-10/2009		other_database_import
A/Chile/2009/2009		other_database_import
A/Tomsk/3/2009		other_database_import
A/Perm/1/2009		other_database_import
A/Madrid/INS135/2009		other_database_import
A/Wakayama/54/2009		national_institute_of_infectious_diseases_(niid)
A/Lima/WRAIR8893F/2009		other_database_import
A/Managua/566501/2009		other_database_import
A/Toronto/T5308/2009		other_database_import
A/Delhi/NIV3610/2009		other_database_import
A/HongKong/H090-779-V10/2009		other_database_import
A/Wakayama/78/2009		national_institute_of_infectious_diseases_(niid)
A/Nashik/NIV10348/2009		other_database_import
A/NewYork/21/2009-egg		centers_for_disease_control_and_prevention
A/Moscow/3/2009		other_database_import
A/Argentina/HNRG32/2009-egg		other_database_import
A/Ethiopia/45/2010	ethiopian_health_and_nutrition_research_institute_(ehnri)	centers_for_disease_control_and_prevention
A/Thailand/CU-H340/2009		other_database_import
A/Niigata/717/2009		other_database_import
A/Honduras/327/2009	laboratorio_nacional_de_virologia	centers_for_disease_control_and_prevention
A/Chile/3123/2009		other_database_import
A/Singapore/GP2317/2009		other_database_import
A/Guangdong/SWL28/2009		who_chinese_national_influenza_center
A/Hunan/SWL18/2009-egg		who_chinese_national_influenza_center
A/Malindi/238/2009	ari_unit,_kenya_medical_research_institute_(kemri___nic),_centre_for_virus_research_annex,_p.o_box_54628	kenya_medical_research_institute
A/SichuanWenjiang/SWL456/2009		who_chinese_national_influenza_center
A/NordPasDeCalais/4785/2009		institut_pasteur
A/Vietnam/11032006/2009		other_database_import
A/Pennsylvania/31/2009	pennsylvania_department_of_health	centers_for_disease_control_and_prevention
A/Sydney/2502/2009	royal_prince_alfred_hospital	who_collaborating_centre_for_reference_and_research_on_influenza
A/Orenburg/1/2009		other_database_import
A/ElSalvador/1553/2009-egg	contiguo_a_hospital_rosales	centers_for_disease_control_and_prevention
A/ElSalvador/1553/2009	contiguo_a_hospital_rosales	centers_for_disease_control_and_prevention
A/Shanghai/SWL4/2009-egg		who_chinese_national_influenza_center
A/Tennessee/F1060/2010		other_database_import
A/Hiroshima/201/2009-egg		other_database_import
A/Seychelles/106/2009	cdc_kenya	centers_for_disease_control_and_prevention
A/Wisconsin/629-D01572/2009		other_database_import
A/Shiga/43/2009		national_institute_of_infectious_diseases_(niid)
A/Uganda/MUWRP-176/2010		other_database_import
A/Finland/2460N/2010		other_database_import
A/Athens/INS338/2009		other_database_import
A/Athens/INS333/2009		other_database_import
A/Tessenderlo/INS138/2009		other_database_import
A/Russia/191/2009-egg		other_database_import
A/StPetersburg/204/2010-egg	russian_academy_of_medical_sciences	centers_for_disease_control_and_prevention
A/Anadyr/177/2009-egg	seasonal_h1n1pdm	pa
A/Russia/14/2009-egg		other_database_import
A/Russia/4/2009-egg		other_database_import
A/Pune/NIV6196/2009		other_database_import
A/Guangdong/SWL27/2009		who_chinese_national_influenza_center
A/Chile/2994/2009		other_database_import
A/Victoria/2122/2009	victorian_infectious_diseases_reference_laboratory_	who_collaborating_centre_for_reference_and_research_on_influenza
A/Yamaguchi/52/2009		national_institute_of_infectious_diseases_(niid)
A/Russia/178/2009-egg		other_database_import
A/Russia/180/2009-egg		other_database_import
A/Russia/171/2009-egg		other_database_import
A/Russia/165/2009-egg		other_database_import
A/Moscow/WRAIR1632N/2009		other_database_import
A/Orenburg/IIV-13/2010-egg	seasonal_h1n1pdm	pa
A/Orenburg/IIV-13/2010		other_database_import
A/NewYork/3509/2009		other_database_import
A/Singapore/DMS78/2010		other_database_import
A/NewYork/7480/2010		other_database_import
A/Merida/2189-CIR/2009		other_database_import
A/Lima/WRAIR1696P/2009		other_database_import
A/Piura/WRAIR0603F/2009		other_database_import
A/Bogota/WRAIR0442T/2009		other_database_import
A/Ohio/7/2009	ohio_department_of_health_laboratories	centers_for_disease_control_and_prevention
A/England/WTSI2076/2010		other_database_import
A/Thailand/CU-H847/2009		other_database_import
A/Okinawa/259/2009		national_institute_of_infectious_diseases_(niid)
A/HongKong/H090-771-V10/2009		other_database_import
A/Dundgovi/9746/2009		other_database_import
A/Ulaanbaatar/5974/2009	national_center_for_communicable_diseases	centers_for_disease_control_and_prevention
A/Mongolia/JP5701/2009		national_institute_of_infectious_diseases_(niid)
A/Mongolia/JP5627/2009		national_institute_of_infectious_diseases_(niid)
A/Moscow/WRAIR1627T/2009		other_database_import
A/Singapore/DMS1/2009		other_database_import
A/Lao/JP1422/2009		national_institute_of_infectious_diseases_(niid)
A/Chile/8945/2009	instituto_de_salud_publica_de_chile_	centers_for_disease_control_and_prevention
A/Moscow/IIV02/2009		other_database_import
A/Guam/NHRC0030/2009		other_database_import
A/NewMexico/16/2009	new_mexico_department_of_health	centers_for_disease_control_and_prevention
A/Nagano-C/34/2009		national_institute_of_infectious_diseases_(niid)
A/Chile/3361/2009		other_database_import
A/Niigata/749/2009		other_database_import
A/Okinawa/283/2009		national_institute_of_infectious_diseases_(niid)
A/Uganda/MUWRP-069/2009		other_database_import
A/Uganda/MUWRP-067/2009		other_database_import
A/Cologne/INS286/2009		other_database_import
A/Quito/WRAIR0617T/2009		other_database_import
A/Russia/12/2009-egg		other_database_import
A/Russia/19/2009-egg		other_database_import
A/Russia/74/2009-egg		other_database_import
A/Ontario/314137/2009		other_database_import
A/SouthCarolina/18/2009-egg	south_carolina_department_of_health	centers_for_disease_control_and_prevention
A/SouthCarolina/18/2009	south_carolina_department_of_health	centers_for_disease_control_and_prevention
A/Guam/NHRC0002/2009		other_database_import
A/Guam/NHRC0005/2009		other_database_import
A/Guam/NHRC0029/2009		other_database_import
A/Lagos/WRAIR1982N/2009		other_database_import
A/Lagos/WRAIR1984N/2009		other_database_import
A/Lagos/WRAIR1984T/2009		other_database_import
A/Sydney/DD3-11/2010		other_database_import
A/Guam/NHRC0021/2009		other_database_import
A/Guam/NHRC0003/2009		other_database_import
A/Guam/WRAIR1510P/2009		other_database_import
A/Argentina/HNRG107/2009-egg		other_database_import
A/Argentina/HNRG5/2009-egg		other_database_import
A/Argentina/8551/2009		other_database_import
A/Argentina/8169/2009	instituto_nacional_de_enfermedades_infecciosas	centers_for_disease_control_and_prevention
A/Aichi/202/2009		other_database_import
A/Argentina/HNRG8/2009-egg		other_database_import
A/Argentina/HNRG3/2009-egg		other_database_import
A/Argentina/HNRG21/2009-egg		other_database_import
A/Hiroshima/207/2009		other_database_import
A/Argentina/HNRG36/2009-egg		other_database_import
A/Argentina/HNRG104/2009-egg		other_database_import
A/Argentina/HNRG33/2009-egg		other_database_import
A/Argentina/HNRG105/2009-egg		other_database_import
A/Argentina/HNRG14/2009-egg		other_database_import
A/Argentina/HNRG13/2009-egg		other_database_import
A/Gifu-C/65/2009		national_institute_of_infectious_diseases_(niid)
A/Argentina/HNRG45/2009-egg		other_database_import
A/Argentina/HNRG106/2009-egg		other_database_import
A/Brazil/764/2009	national_influenza_center	centers_for_disease_control_and_prevention
A/Argentina/HNRG40/2009-egg		other_database_import
A/Zhejiang/DTID-ZJU03/2009		other_database_import
A/Qingdao/1508/2009		other_database_import
A/Qingdao/1610/2009		other_database_import
A/Zhejiang/X2/2009		other_database_import
A/Zhejiang/3/2009		other_database_import
A/Hiroshima/216/2009		other_database_import
A/HongKong/H090-793-V20/2009		other_database_import
A/Singapore/ON594/2009		other_database_import
A/Indonesia/NIHRD2407/2009		national_institute_of_health_research_and_development
A/Singapore/ON905/2009		other_database_import
A/Shiga/44/2009		national_institute_of_infectious_diseases_(niid)
A/Gunma/262/2009		other_database_import
A/Tochigi/10/2010		other_database_import
A/Singapore/GP3212/2009		other_database_import
A/TianjinNankai/SWL49/2010		other_database_import
A/Singapore/ON1050/2009		other_database_import
A/Chennai/NIV658/2009		other_database_import
A/Bishkek/WRAIR0883N/2009		other_database_import
A/Singapore/386T/2009		other_database_import
A/Singapore/501L/2009		other_database_import
A/Singapore/ON800/2009		other_database_import
A/Singapore/ON477/2009		other_database_import
A/Guangdong-Wujiang/SWL51/2010		who_chinese_national_influenza_center
A/Singapore/GP220/2010		other_database_import
A/Singapore/DMS58/2009		other_database_import
A/Guangdong-Duanzhou/SWL1178/2010		who_chinese_national_influenza_center
A/Tochigi/2/2010		other_database_import
A/Guangdong-Yuexiu/SWL1276/2010		who_chinese_national_influenza_center
A/Guangdong-Xinxing/SWL198/2011	who_chinese_national_influenza_center	who_chinese_national_influenza_center
A/Singapore/DMS115/2010		other_database_import
A/Macau/307249/2010	laboratorio_de_saude_publico	who_collaborating_centre_for_reference_and_research_on_influenza
A/Macau/200018/2010	laboratorio_de_saude_publico	who_collaborating_centre_for_reference_and_research_on_influenza
A/Shanghai-Luwan/SWL1354/2010-egg	shanghai_municipal_center_for_disease_control_and_prevention	who_chinese_national_influenza_center
A/Shanghai-Luwan/SWL1354/2010	shanghai_municipal_center_for_disease_control_and_prevention	who_chinese_national_influenza_center
A/Zhejiang-Haishu/SWL1289/2010-egg		who_chinese_national_influenza_center
A/Fujian-Gulou/SWL1338/2010-egg	fujian_provincial_center_for_disease_control_and_prevention	who_chinese_national_influenza_center
A/Fujian-Gulou/SWL1338/2010	fujian_provincial_center_for_disease_control_and_prevention	who_chinese_national_influenza_center
A/Singapore/DMS86/2010		other_database_import
A/Singapore/DMS83/2010		other_database_import
A/Brisbane/7/2010	queensland_health_scientific_services	who_collaborating_centre_for_reference_and_research_on_influenza
A/Melbourne/INS472/2010		other_database_import
A/NorthFitzroy/INS529/2010		other_database_import
A/Melbourne/INS468/2010		other_database_import
A/NorthFitzroy/INS473/2010		other_database_import
A/Southauckland/2/2010	institute_of_environmental_science_and_research	who_collaborating_centre_for_reference_and_research_on_influenza
A/Sydney/DD3-31/2010		other_database_import
A/Sydney/DD3-53/2010		other_database_import
A/Tula/CRIE-SIA/2011		other_database_import
A/Volgograd/CRIE-DMV/2011		other_database_import
A/Bangkok/INS481/2010		other_database_import
A/Taiwan/5270/2010		other_database_import
A/Taiwan/3994/2010		other_database_import
A/Singapore/DMS99/2010		other_database_import
A/Brisbane/12/2010-egg	who_collaborating_centre_for_reference_and_research_on_influenza	who_collaborating_centre_for_reference_and_research_on_influenza
A/Singapore/TT358/2010		other_database_import
A/Singapore/DMS106/2010		other_database_import
A/Sydney/DD3-07/2010		other_database_import
A/Sydney/DD3-56/2010		other_database_import
A/Westmead/INS524/2010		other_database_import
A/Sydney/DD3-18/2010		other_database_import
A/Darwin/3/2010	influenza_surveillance_centre_for_disease_control	who_collaborating_centre_for_reference_and_research_on_influenza
A/Sydney/DD3-19/2010		other_database_import
A/Chile/89/2010		other_database_import
A/Chile/71/2010		other_database_import
A/Chile/37/2010		other_database_import
A/Chile/28/2010		other_database_import
A/Christchurch/16/2010	who_collaborating_centre_for_reference_and_research_on_influenza	who_collaborating_centre_for_reference_and_research_on_influenza
A/Chile/106/2010		other_database_import
A/Chile/87/2010		other_database_import
A/Chile/29/2010		other_database_import
A/Chile/23/2010		other_database_import
A/Chile/58/2010		other_database_import
A/Chile/109/2010		other_database_import
A/Chile/61/2010		other_database_import
A/Chile/34/2010		other_database_import
A/Chile/78/2010		other_database_import
A/Pune/NIV10604/2009		other_database_import
A/Hungary/2/2010		other_database_import
A/Taiwan/7418/2009		other_database_import
A/Yavatmal/NIV9438/2009		other_database_import
A/Singapore/DMS752/2009		other_database_import
A/HongKong/H090-751-V23/2009		other_database_import
A/HongKong/H090-684-V23/2009		other_database_import
A/Guam/NHRC0018/2009		other_database_import
A/AddisAbaba/WR2848N/2009		other_database_import
A/Vietnam/13032048/2009		other_database_import
A/NewYork/4788/2009		other_database_import
A/MexicoCity/WR1307N/2009		other_database_import
A/Tianjin/SWL1/2009-egg		who_chinese_national_influenza_center
A/SriLanka/2008/2009		other_database_import
